gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_bucket,services_count,monthly_to_total_ratio,internet_no_techsupport,ExpectedTenure,CLV
0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,43.8,540.95,3,2,1.0292047184170474,1,24,1051.1999999999998
1,0,0,0,27,1,0,2,1,1,1,1,1,1,2,0,1,19.85,470.0,2,1,0.8769474764436981,0,27,535.95
1,0,0,0,28,1,2,1,0,2,2,0,2,2,0,1,2,105.7,2979.5,2,7,1.0067238816056223,1,28,2959.6
0,0,0,0,38,1,0,1,0,0,0,0,2,2,1,1,3,89.1,3342.0,2,4,0.9870636186425661,1,38,3385.7999999999997
1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,102.4,6444.05,2,7,0.9988916790674602,1,63,6451.200000000001
0,1,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,96.6,6827.5,2,7,0.9816396365309409,0,72,6955.2
0,0,1,0,16,1,2,1,2,2,2,0,0,0,0,0,2,90.7,1374.9,1,6,0.947422822491731,1,24,2176.8
0,0,1,0,3,1,0,2,1,1,1,1,1,1,0,0,3,20.85,72.0,0,1,1.1510791366906474,0,24,500.40000000000003
1,0,1,1,40,1,0,2,1,1,1,1,1,1,0,1,0,20.4,745.3,2,1,0.9133578431372549,0,40,816.0
1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,2,54.35,54.35,0,4,1.0,1,24,1304.4
1,0,1,1,39,1,0,1,0,2,0,0,2,0,0,1,3,86.3,3266.0,2,4,0.9703776331818047,1,39,3365.7
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.8,44.8,0,2,1.0,1,24,1075.1999999999998
0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,50.55,50.55,0,3,1.0,1,24,1213.1999999999998
0,0,1,1,65,1,2,0,2,2,2,2,2,2,2,0,0,91.55,5963.95,2,9,1.0022182077889341,0,65,5950.75
0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,1,55.5,227.35,0,3,1.024099099099099,1,24,1332.0
1,0,0,0,56,1,0,0,0,2,0,2,2,2,1,1,0,75.75,4284.65,2,6,1.010054219707685,0,56,4242.0
0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,2,71.0,672.55,3,2,1.0525039123630673,1,24,1704.0
1,0,0,0,30,1,0,0,2,0,2,0,0,0,2,1,3,55.65,1653.85,2,4,0.9906259359089548,1,30,1669.5
0,0,1,0,48,0,1,0,0,2,2,0,0,0,1,0,3,34.7,1604.5,2,3,0.9633165225744476,1,48,1665.6000000000001
1,0,0,0,62,1,0,2,1,1,1,1,1,1,2,0,0,19.85,1253.65,2,1,1.018647923945722,0,62,1230.7
1,0,0,0,28,1,0,1,0,2,0,2,2,0,1,1,0,91.25,2483.65,2,5,0.9720743639921723,0,28,2555.0
1,1,1,1,11,1,2,1,0,0,0,0,0,0,0,1,1,75.2,775.3,3,3,0.9372582205029012,1,24,1804.8000000000002
1,0,1,0,71,1,2,0,2,2,0,2,2,0,2,0,1,73.5,5357.75,2,7,1.0266839130018204,0,71,5218.5
1,0,0,0,36,1,0,2,1,1,1,1,1,1,2,1,1,18.55,689.0,2,1,1.0317460317460316,0,36,667.8000000000001
1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,25.2,102.5,0,1,1.0168650793650793,1,24,604.8
1,0,1,1,12,1,2,2,1,1,1,1,1,1,1,0,3,26.4,314.95,3,2,0.9941603535353536,0,24,633.5999999999999
1,0,0,0,13,1,0,2,1,1,1,1,1,1,2,0,1,20.0,268.45,1,1,1.0325,0,24,480.0
1,0,1,1,50,1,2,0,0,0,2,2,2,0,1,1,2,69.65,3442.15,2,6,0.9884134960516869,0,50,3482.5000000000005
0,0,1,0,47,1,0,1,0,0,2,0,0,2,0,1,2,85.3,4045.65,2,4,1.0091167593724277,1,47,4009.1
1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,69.95,69.95,0,2,1.0,1,24,1678.8000000000002
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.6,20.6,0,1,1.0,0,24,494.40000000000003
1,0,1,1,72,1,2,1,2,0,2,0,2,2,2,1,0,105.55,7542.25,2,7,0.992453550186852,1,72,7599.599999999999
0,0,0,1,24,1,0,2,1,1,1,1,1,1,1,0,0,21.05,531.55,1,1,1.0521575613618368,0,24,505.20000000000005
0,1,0,0,35,1,2,1,2,2,2,0,2,2,1,1,2,108.35,3726.15,2,8,0.98256971454941,1,35,3792.25
0,0,1,0,17,1,2,1,2,0,0,0,0,0,0,0,2,78.9,1348.95,1,4,1.005703422053232,1,24,1893.6000000000001
0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,0,88.05,6520.8,2,9,1.0285822449365891,0,72,6339.599999999999
0,0,0,0,46,1,0,0,0,0,2,2,0,0,2,0,1,54.35,2460.15,2,4,0.984020639174433,0,46,2500.1
0,0,1,0,7,1,0,1,0,0,2,0,0,0,0,1,0,75.15,496.9,3,3,0.9445870164433037,1,24,1803.6000000000001
0,0,0,0,44,1,0,1,0,2,2,0,2,0,0,1,1,88.15,3973.2,2,5,1.0243902439024388,1,44,3878.6000000000004
1,1,1,0,35,1,2,1,0,0,2,0,2,2,0,1,2,100.8,3437.5,2,6,0.9743480725623582,1,35,3528.0
1,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,74.7,74.7,0,3,1.0,0,24,1792.8000000000002
1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,0,72.2,305.55,0,3,1.0579986149584488,1,24,1732.8000000000002
0,0,0,0,46,1,2,1,2,2,0,0,0,0,0,0,3,84.25,3847.6,2,5,0.9928009289123984,1,46,3875.5
1,0,1,0,31,1,2,0,0,0,0,0,2,0,0,1,1,59.05,1882.8,2,4,1.0285433339706647,1,31,1830.55
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.05,20.05,0,1,1.0,0,24,481.20000000000005
0,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,109.2,7711.45,2,8,0.9808010276760276,0,72,7862.400000000001
1,0,0,1,55,1,0,2,1,1,1,1,1,1,1,0,0,19.1,1001.5,2,1,0.9533555449785817,0,55,1050.5
0,0,1,0,41,1,2,1,2,2,2,2,2,2,0,1,0,113.6,4594.95,2,9,0.9865488663689455,0,41,4657.599999999999
1,0,1,0,3,1,2,1,0,0,0,2,0,0,0,1,0,79.65,251.75,0,4,1.053567691985771,0,24,1911.6000000000001
1,0,1,1,9,1,2,1,0,0,2,0,2,0,1,1,2,90.35,767.9,3,5,0.9443522105392609,1,24,2168.3999999999996
0,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,2,24.15,812.5,2,1,0.961254066844129,1,35,845.25
0,1,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,82.0,1127.2,1,4,1.0574108818011259,1,24,1968.0
1,0,1,1,56,1,2,2,1,1,1,1,1,1,2,0,0,24.15,1402.25,2,2,1.036860396332446,0,56,1352.3999999999999
0,1,0,0,66,1,2,0,2,2,0,2,0,0,1,1,1,63.85,4174.35,2,6,0.9905673809354311,0,66,4214.1
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,74.25,210.3,0,3,0.9441077441077441,1,24,1782.0
1,0,1,0,47,1,0,0,0,2,2,0,2,2,2,0,2,73.6,3522.65,2,6,1.018342391304348,1,47,3459.2
0,0,0,0,12,1,0,0,0,2,0,2,0,0,0,1,2,54.3,654.5,3,4,1.0044505831798651,0,24,1303.1999999999998
1,0,0,0,46,1,0,0,0,0,0,0,0,0,0,1,1,45.2,2065.15,2,2,0.9932425933051172,1,46,2079.2000000000003
0,0,0,0,17,1,0,0,2,2,0,2,2,2,1,0,1,79.85,1387.35,1,7,1.0220265939813622,0,24,1916.3999999999999
0,0,0,0,27,1,0,0,0,2,2,2,2,2,1,0,3,78.2,2078.95,2,7,0.9846310504878278,0,27,2111.4
1,1,1,0,24,1,0,1,0,0,2,0,2,2,0,1,2,93.15,2231.05,1,5,0.9979647521918052,1,24,2235.6000000000004
1,1,1,0,19,0,1,0,0,2,2,0,0,0,0,1,1,34.3,577.15,1,3,0.8856068743286789,1,24,823.1999999999999
0,0,1,1,33,1,2,0,0,0,2,2,2,2,1,1,2,79.15,2531.4,2,7,0.9691609716878193,0,33,2611.9500000000003
0,0,1,1,72,1,2,0,2,2,0,2,0,0,2,0,1,66.75,4760.3,2,6,0.9904910528506035,0,72,4806.0
0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,2,45.15,416.45,3,2,1.0248554202042575,1,24,1083.6
1,1,1,0,71,1,2,1,2,2,2,0,2,2,0,1,2,107.5,7713.55,2,8,1.0106190632165084,1,71,7632.5
0,0,1,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.9,45.75,0,1,0.7663316582914573,0,24,477.59999999999997
1,1,0,0,55,1,2,1,2,2,2,2,2,2,0,1,2,116.5,6382.55,2,9,0.9961061256340227,0,55,6407.5
0,0,1,1,72,1,2,1,0,2,2,0,2,2,1,1,1,103.2,7362.9,2,7,0.9909156976744184,1,72,7430.400000000001
0,0,0,0,71,1,2,2,1,1,1,1,1,1,2,0,2,24.55,1719.15,2,2,0.9862884025128368,0,71,1743.05
1,1,0,0,11,1,0,1,0,0,0,0,0,2,0,1,1,79.15,827.7,3,3,0.9506690403721357,1,24,1899.6000000000001
0,0,1,0,46,1,2,0,2,0,0,0,0,0,0,0,2,53.1,2459.8,2,4,1.0070416769016624,1,46,2442.6
0,0,1,0,18,1,2,1,0,0,0,2,2,0,0,1,2,88.85,1594.75,1,5,0.9971550053148253,0,24,2132.3999999999996
0,0,0,0,16,1,0,1,0,2,0,0,0,2,0,1,2,86.25,1340.1,1,4,0.971086956521739,1,24,2070.0
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,24.7,24.7,0,1,1.0,1,24,592.8
1,1,0,0,24,1,2,1,0,2,2,0,2,2,0,1,1,102.95,2496.7,1,7,1.0104824348389185,1,24,2470.8
1,1,0,0,54,0,1,0,0,2,2,0,2,2,1,1,2,55.45,2966.95,2,5,0.9908659786928496,1,54,2994.3
1,0,0,1,1,1,0,0,2,2,0,2,0,2,0,1,0,70.45,70.45,0,6,1.0,0,24,1690.8000000000002
0,1,0,0,56,1,2,0,2,0,2,2,0,2,2,0,0,73.25,4054.2,2,7,0.9883471477328132,0,56,4102.0
1,0,1,1,31,0,1,0,2,0,2,2,2,2,1,0,2,59.95,1848.8,2,6,0.9948075008743845,0,31,1858.45
1,0,1,1,29,1,0,1,2,0,0,0,2,2,0,0,1,94.65,2649.15,2,5,0.9651347068145799,1,29,2744.8500000000004
0,0,1,1,66,1,2,1,2,2,2,0,2,2,2,0,0,109.25,7082.5,2,8,0.9822481103945635,1,66,7210.5
0,0,1,0,42,1,0,1,0,0,2,2,2,2,2,1,1,99.0,4135.0,2,6,0.9944684944684945,0,42,4158.0
0,0,0,1,43,1,0,1,2,2,0,2,2,2,1,1,1,106.0,4532.3,2,7,0.9943615620886354,0,43,4558.0
0,0,0,0,24,1,0,0,0,0,2,0,0,0,0,1,1,49.3,1233.25,1,3,1.0423005409060178,1,24,1183.1999999999998
0,0,1,0,60,0,1,0,0,2,2,2,2,2,2,0,1,60.8,3603.45,2,6,0.9877878289473684,0,60,3648.0
0,0,1,1,22,1,0,0,2,2,2,0,0,0,0,0,3,61.15,1422.05,1,5,1.0570504720136773,1,24,1467.6
1,0,1,0,14,1,2,1,0,2,2,0,0,0,0,1,2,82.65,1185.0,1,5,1.0241120041483016,1,24,1983.6000000000001
1,0,0,0,11,1,2,0,0,0,2,0,0,0,0,0,2,53.75,608.0,3,4,1.0283298097251585,1,24,1290.0
0,0,1,1,49,1,0,0,2,0,2,2,0,0,0,0,0,61.75,3024.15,2,5,0.9994712054862431,0,49,3025.75
1,0,1,1,43,1,0,2,1,1,1,1,1,1,1,1,3,19.2,776.25,2,1,0.9402252906976744,0,43,825.6
0,0,1,0,64,0,1,0,2,0,2,2,0,2,2,0,2,47.85,3147.5,2,5,1.0277886624869383,0,64,3062.4
0,0,1,0,68,1,2,2,1,1,1,1,1,1,2,1,1,24.95,1614.9,2,2,0.9518448662029944,0,68,1696.6
0,1,1,0,42,1,2,1,0,0,0,0,2,2,0,1,2,95.05,3944.5,2,5,0.9880764509907066,1,42,3992.1
0,0,0,0,52,1,2,1,2,2,0,2,2,2,1,1,1,111.25,5916.45,2,8,1.022722558340536,0,52,5785.0
0,0,1,0,70,0,1,0,0,2,2,2,2,2,2,0,0,57.8,4039.3,2,6,0.9983440434997529,0,70,4046.0
1,0,0,1,54,1,0,1,2,2,0,2,2,2,1,1,2,105.85,5826.65,2,7,1.019375776343183,0,54,5715.9
0,0,0,0,54,1,2,1,0,0,2,2,0,2,2,1,0,95.1,5064.85,2,6,0.9862620243797953,0,54,5135.4
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,74.7,0,3,1.0,1,24,1792.8000000000002
0,0,1,1,71,1,2,1,2,2,2,0,2,0,2,1,1,99.0,7061.65,2,7,1.0046450419689856,1,71,7029.0
0,0,1,1,41,1,0,1,0,0,2,0,2,2,0,1,0,94.9,3848.0,2,5,0.9889742733043768,1,41,3890.9
0,1,1,0,54,1,2,1,2,2,2,2,2,2,1,1,0,115.6,6431.05,2,9,1.0302207484300911,0,54,6242.4
1,0,0,0,10,1,0,2,1,1,1,1,1,1,1,0,3,19.5,225.85,3,1,1.1582051282051282,0,24,468.0
1,1,1,0,54,0,1,0,0,0,0,0,0,0,0,1,0,24.95,1364.75,2,1,1.012951829585096,1,54,1347.3
0,0,1,1,15,1,0,2,1,1,1,1,1,1,1,0,3,20.55,295.95,1,1,0.9600973236009732,0,24,493.20000000000005
1,0,0,0,38,1,0,2,1,1,1,1,1,1,1,0,3,20.1,730.1,2,1,0.9558785022257135,0,38,763.8000000000001
1,0,1,0,47,1,2,1,0,2,2,0,2,2,0,1,2,104.1,5135.15,2,7,1.0495534163141005,1,47,4892.7
0,0,0,0,21,1,0,2,1,1,1,1,1,1,2,1,1,20.85,435.25,1,1,0.9940618933424689,0,24,500.40000000000003
0,0,0,0,15,1,2,0,0,0,0,0,0,0,0,1,2,49.1,679.55,1,3,0.9226748133061778,1,24,1178.4
1,0,0,0,47,1,2,1,2,2,0,0,2,0,1,0,0,94.8,4535.85,2,6,1.0180110422838677,1,47,4455.599999999999
1,0,0,0,12,1,0,0,0,0,0,2,2,0,1,1,2,59.8,727.8,3,4,1.0142140468227425,0,24,1435.1999999999998
0,0,1,1,35,1,0,2,1,1,1,1,1,1,1,0,3,19.65,708.8,2,1,1.0306070519810977,0,35,687.75
0,0,1,1,55,1,0,1,0,0,0,0,0,0,2,1,1,69.05,3842.6,2,2,1.0118096241195444,1,55,3797.75
1,0,1,1,13,1,0,1,0,0,2,0,2,2,0,0,2,97.0,1334.45,1,5,1.0582474226804124,1,24,2328.0
1,0,0,0,12,1,2,2,1,1,1,1,1,1,0,0,2,25.0,316.2,3,2,1.054,0,24,600.0
1,1,1,0,44,1,0,2,1,1,1,1,1,1,2,1,1,19.35,847.25,2,1,0.9951256753582334,0,44,851.4000000000001
1,0,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,109.65,7880.25,2,8,0.9981570147438821,1,72,7894.8
1,0,1,1,42,1,0,2,1,1,1,1,1,1,1,0,3,20.25,854.9,2,1,1.0051734273956496,0,42,850.5
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.1,75.1,0,3,1.0,1,24,1802.3999999999999
1,0,1,0,63,1,2,1,2,0,0,2,0,0,2,1,1,84.65,5377.8,2,5,1.008409979467274,0,63,5332.950000000001
0,0,0,0,65,1,2,1,2,2,0,2,0,0,1,1,2,89.85,5844.65,2,6,1.000753392406147,0,65,5840.25
1,0,1,0,61,1,2,1,0,2,2,0,2,2,0,1,2,105.55,6281.45,2,7,0.9756000962949732,1,61,6438.55
1,0,0,0,10,0,1,0,0,0,2,0,0,0,0,0,3,29.5,255.25,3,2,0.8652542372881356,1,24,708.0
1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,1,3,20.1,279.5,1,1,0.8179689786362305,0,24,482.40000000000003
0,0,0,0,4,1,0,1,0,0,2,0,0,2,0,1,1,82.85,319.6,0,4,0.9643934821967413,1,24,1988.3999999999999
0,0,1,1,72,1,0,0,2,0,2,2,2,2,2,1,0,80.45,5886.85,2,7,1.0163058490435743,0,72,5792.400000000001
0,0,0,0,61,1,2,1,0,2,2,0,2,2,1,1,2,103.95,6423.0,2,7,1.0129397014642916,1,61,6340.95
1,1,0,0,6,1,0,1,0,0,0,0,2,0,0,1,2,79.7,497.6,0,3,1.0405687996654118,1,24,1912.8000000000002
0,0,0,0,61,1,2,0,2,0,2,2,2,2,2,0,1,86.45,5175.3,2,8,0.9813878959694319,0,61,5273.45
0,1,1,0,68,1,2,1,0,2,0,0,0,2,0,1,0,89.6,6127.6,2,5,1.0057116596638658,1,68,6092.799999999999
0,0,0,0,10,1,0,2,1,1,1,1,1,1,1,1,3,19.8,198.25,3,1,1.0012626262626263,0,24,475.20000000000005
0,1,1,0,55,1,2,1,0,2,2,2,0,0,0,0,2,90.45,5044.8,2,6,1.0140811096034976,0,55,4974.75
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,1,19.85,108.05,0,1,1.0886649874055416,0,24,476.40000000000003
1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,44.15,92.65,0,2,1.049263873159683,1,24,1059.6
0,0,0,0,2,1,0,1,0,2,0,0,2,0,0,1,0,87.15,183.75,0,4,1.0542168674698795,1,24,2091.6000000000004
1,0,1,1,34,1,0,2,1,1,1,1,1,1,1,0,1,19.6,678.8,2,1,1.0186074429771907,0,34,666.4000000000001
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.45,44.45,0,2,1.0,1,24,1066.8000000000002
1,0,1,0,35,1,2,1,0,0,0,2,0,2,0,1,0,89.85,3161.2,2,5,1.005230940456316,0,35,3144.75
1,0,1,0,9,1,2,1,2,0,0,0,0,2,0,1,2,88.05,801.3,3,5,1.0111678970282036,1,24,2113.2
1,0,0,1,27,1,0,2,1,1,1,1,1,1,2,0,1,19.7,509.3,2,1,0.9575108103026886,0,27,531.9
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,19.55,0,1,1.0,0,24,469.20000000000005
1,1,0,0,41,1,2,1,0,0,2,0,2,2,0,1,2,98.4,4187.75,2,6,1.0380106087646241,1,41,4034.4
0,0,1,1,33,1,2,2,1,1,1,1,1,1,1,0,1,24.15,800.3,2,2,1.0042035259426565,0,33,796.9499999999999
0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,3,53.55,53.55,0,3,1.0,1,24,1285.1999999999998
0,0,1,1,60,1,2,1,2,2,2,2,2,2,2,0,1,115.25,6758.45,2,9,0.9773608098336949,0,60,6915.0
0,0,0,0,31,1,2,1,0,0,0,2,0,0,0,1,1,79.85,2404.15,2,4,0.9712363908134204,0,31,2475.35
1,0,1,1,3,1,0,1,2,2,0,0,2,0,0,0,2,89.85,248.4,0,5,0.921535893155259,1,24,2156.3999999999996
0,0,0,0,29,1,0,0,2,2,2,0,0,2,0,1,0,68.85,1970.5,2,6,0.9869030626299051,1,29,1996.6499999999999
0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,74.9,541.15,3,3,1.0321380888804117,1,24,1797.6000000000001
1,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,2,69.65,220.1,0,2,1.0533620483369226,1,24,1671.6000000000001
0,0,0,0,15,1,2,0,0,0,0,0,0,0,0,0,3,48.85,631.4,1,3,0.8616854315933128,1,24,1172.4
0,0,1,1,5,1,0,0,2,0,0,0,0,0,0,1,3,49.4,232.55,0,3,0.941497975708502,1,24,1185.6
0,0,1,1,58,0,1,0,0,0,2,2,2,2,2,1,1,55.5,3166.9,2,5,0.9838148493320907,0,58,3219.0
0,0,1,1,35,0,1,0,2,0,0,2,2,0,2,1,1,46.35,1662.05,2,4,1.0245338264755741,0,35,1622.25
0,0,1,1,55,1,2,0,2,2,0,2,2,0,1,1,1,75.0,4213.9,2,7,1.021551515151515,0,55,4125.0
0,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,3,19.35,1031.7,2,1,1.0253428741800834,0,52,1006.2
0,0,1,1,53,1,0,2,1,1,1,1,1,1,1,1,0,19.85,1039.45,2,1,0.9880233829190627,0,53,1052.0500000000002
1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,49.05,49.05,0,3,1.0,0,24,1177.1999999999998
1,0,1,1,11,1,0,0,0,0,2,0,2,0,0,1,0,59.65,683.25,3,4,1.0413015316619676,1,24,1431.6
1,0,0,1,30,0,1,0,0,0,0,0,2,2,0,1,2,44.5,1307.8,2,3,0.979625468164794,1,30,1335.0
0,0,1,0,35,1,0,1,0,0,0,0,0,0,0,1,2,70.3,2416.55,2,2,0.982137776874619,1,35,2460.5
0,0,0,0,47,1,0,1,2,0,0,0,0,0,0,0,1,75.45,3545.1,2,3,0.9997039042341694,1,47,3546.15
1,0,1,0,28,1,0,1,0,0,0,2,0,0,0,0,0,76.55,2065.4,2,3,0.9636092189978539,0,28,2143.4
1,0,1,1,27,1,2,0,0,0,0,2,2,2,0,0,0,71.6,1957.1,2,6,1.0123629215807988,0,27,1933.1999999999998
1,0,0,0,15,1,2,1,0,0,0,0,0,0,0,1,3,76.0,1130.85,1,3,0.9919736842105262,1,24,1824.0
0,0,0,0,52,1,0,0,0,0,2,0,0,2,0,1,2,59.45,3043.7,2,4,0.9845700976903667,1,52,3091.4
0,0,0,1,34,1,0,0,2,0,2,2,2,0,2,0,1,67.65,2339.3,2,6,1.0170427372722923,0,34,2300.1000000000004
1,0,1,0,42,1,2,1,0,2,2,0,2,0,0,1,0,95.25,3959.35,2,6,0.9897137857767779,1,42,4000.5
1,0,1,1,72,1,2,0,2,2,2,0,0,0,2,0,1,64.45,4720.0,2,6,1.0171536936470993,1,72,4640.400000000001
1,0,1,1,5,1,2,0,0,0,0,2,0,0,0,1,3,55.7,259.4,0,4,0.9314183123877917,0,24,1336.8000000000002
0,0,1,1,69,0,1,0,2,0,2,0,0,2,2,1,1,43.95,2960.1,2,4,0.9761092150170647,1,69,3032.55
1,0,0,0,27,1,0,0,2,0,2,2,2,0,1,0,1,69.35,1927.3,2,6,1.0292931720473177,0,27,1872.4499999999998
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.3,19.3,0,1,1.0,0,24,463.20000000000005
1,0,1,0,28,1,2,1,0,2,2,0,2,0,0,0,1,96.6,2684.35,2,6,0.9924393670511683,1,28,2704.7999999999997
0,0,1,0,70,1,2,1,0,0,2,0,2,2,1,1,2,97.65,6982.5,2,6,1.021505376344086,1,70,6835.5
1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,2,115.55,8425.3,2,9,1.0127049377373911,0,72,8319.6
0,0,0,0,17,1,0,2,1,1,1,1,1,1,0,0,1,19.7,340.35,1,1,1.016273514481935,0,24,472.79999999999995
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.75,20.75,0,1,1.0,0,24,498.0
0,0,0,0,46,1,0,0,0,0,0,0,0,2,1,0,1,55.65,2688.85,2,3,1.0503730614477127,1,46,2559.9
1,0,1,0,38,1,2,1,2,0,0,0,2,0,0,0,0,91.7,3479.05,2,5,0.9984072777363256,1,38,3484.6
0,0,0,0,48,1,2,2,1,1,1,1,1,1,1,0,0,24.35,1133.7,2,2,0.9699691991786447,0,48,1168.8000000000002
0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.15,268.35,0,2,0.9563435495367071,1,24,1683.6000000000001
0,0,0,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.55,8127.6,2,9,1.0048340236137727,0,70,8088.5
1,0,0,1,70,1,2,1,2,2,2,2,2,2,2,1,2,114.6,7882.5,2,9,0.9826103216155572,0,70,8022.0
0,0,1,1,55,1,2,0,2,0,2,2,2,2,2,1,0,85.1,4657.95,2,8,0.9951821386603995,0,55,4680.5
0,1,0,0,15,1,0,1,0,0,0,0,2,2,0,1,2,91.5,1400.3,1,4,1.020255009107468,1,24,2196.0
0,0,1,0,56,1,2,2,1,1,1,1,1,1,1,0,2,24.3,1261.7,2,2,0.92717519106408,0,56,1360.8
1,0,1,0,60,0,1,0,0,2,2,2,2,2,0,1,0,60.2,3582.4,2,6,0.9918050941306755,0,60,3612.0
1,0,1,1,49,0,1,0,2,0,0,0,0,2,0,1,2,39.2,1838.15,2,3,0.9569710537276135,1,49,1920.8000000000002
1,1,0,0,32,1,2,1,0,0,2,0,0,0,0,1,1,81.1,2619.25,2,4,1.009267108508015,1,32,2595.2
0,0,0,1,25,1,0,0,0,2,0,2,0,0,1,1,1,54.75,1266.35,2,4,0.925187214611872,0,25,1368.75
1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,53.4,188.7,0,3,1.1779026217228465,1,24,1281.6
0,0,0,0,26,1,0,0,0,2,2,0,0,0,0,1,1,54.75,1406.9,2,4,0.9883386020372322,1,26,1423.5
1,0,0,0,68,1,2,1,2,2,2,0,2,0,1,0,0,101.35,7110.75,2,7,1.031769639281465,1,68,6891.799999999999
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,19.9,19.9,0,1,1.0,0,24,477.59999999999997
1,1,1,0,29,1,2,0,0,0,0,0,0,0,0,1,2,51.6,1442.0,2,3,0.9636460839347767,1,29,1496.4
0,0,1,1,51,1,2,1,0,0,2,0,0,2,1,1,2,90.15,4554.85,2,5,0.9906908964362228,1,51,4597.650000000001
1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,20.25,178.5,3,1,0.9794238683127572,0,24,486.0
0,0,1,1,61,1,0,0,2,0,0,0,0,0,1,1,0,49.7,2961.4,2,3,0.9768116898109971,1,61,3031.7000000000003
1,0,1,1,11,1,0,2,1,1,1,1,1,1,0,0,0,20.95,267.35,3,1,1.1601215014102844,0,24,502.79999999999995
1,0,1,1,35,1,2,1,0,2,0,0,2,0,0,1,0,89.65,3161.6,2,5,1.0076009879690861,1,35,3137.75
0,1,0,0,15,1,2,0,0,0,0,2,0,0,0,0,1,55.0,757.1,1,4,0.9176969696969697,0,24,1320.0
0,0,0,0,47,1,2,0,2,2,0,2,0,2,2,0,3,74.05,3496.3,2,7,1.0045828724122574,0,47,3480.35
0,1,0,0,32,1,0,0,0,2,0,2,0,0,0,0,0,54.65,1830.1,2,4,1.046489021043001,0,32,1748.8
0,0,1,1,67,0,1,0,0,2,2,2,2,2,2,1,2,59.55,4103.9,2,6,1.0285850345251073,0,67,3989.85
1,0,1,0,18,1,2,1,0,0,0,0,2,2,0,1,2,94.7,1687.95,1,5,0.9902323125659979,1,24,2272.8
0,0,1,1,71,1,2,1,2,2,2,2,0,0,1,1,1,95.15,6770.85,2,7,1.0022499685448476,0,71,6755.650000000001
1,1,0,0,39,1,2,1,0,2,0,0,0,2,0,0,2,90.7,3413.25,2,5,0.9649308794843524,1,39,3537.3
1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,2,35.9,35.9,0,2,1.0,1,24,861.5999999999999
0,0,1,0,1,1,0,0,2,2,0,0,0,0,0,1,3,53.55,53.55,0,4,1.0,1,24,1285.1999999999998
1,0,0,0,5,1,0,1,0,0,2,0,2,2,0,0,0,96.5,492.55,0,5,1.0208290155440414,1,24,2316.0
